hand_number,player_id,pot_size,player_chips,player_state
187,0,30,5230,OUT
187,1,30,6460,OUT
187,2,30,4440,OUT
187,3,30,3570,IN
187,4,30,5300,OUT
188,0,30,5230,OUT
188,1,30,6460,OUT
188,2,30,4440,OUT
188,3,30,3560,OUT
188,4,30,5310,IN
189,0,110,5210,OUT
189,1,110,6460,OUT
189,2,110,4440,OUT
189,3,110,3590,IN
189,4,110,5300,OUT
190,0,30,5200,OUT
190,1,30,6470,IN
190,2,30,4440,OUT
190,3,30,3590,OUT
190,4,30,5300,OUT
191,0,110,5230,IN
191,1,110,6460,OUT
191,2,110,4420,OUT
191,3,110,3590,OUT
191,4,110,5300,OUT
192,0,30,5230,OUT
192,1,30,6460,OUT
192,2,30,4410,OUT
192,3,30,3600,IN
192,4,30,5300,OUT
193,0,30,5230,OUT
193,1,30,6460,OUT
193,2,30,4410,OUT
193,3,30,3590,OUT
193,4,30,5310,IN
194,0,30,5240,IN
194,1,30,6460,OUT
194,2,30,4410,OUT
194,3,30,3590,OUT
194,4,30,5300,OUT
195,0,30,5230,OUT
195,1,30,6470,IN
195,2,30,4410,OUT
195,3,30,3590,OUT
195,4,30,5300,OUT
196,0,250,5230,OUT
196,1,250,6460,OUT
196,2,250,4390,OUT
196,3,250,3510,OUT
196,4,250,5410,IN
197,0,460,5430,IN
197,1,460,6460,OUT
197,2,460,4210,OUT
197,3,460,3490,OUT
197,4,460,5410,OUT
198,0,110,5460,IN
198,1,110,6460,OUT
198,2,110,4210,OUT
198,3,110,3480,OUT
198,4,110,5390,OUT
199,0,260,5440,OUT
199,1,260,6380,OUT
199,2,260,4210,OUT
199,3,260,3480,OUT
199,4,260,5490,IN
200,0,30,5430,OUT
200,1,30,6390,IN
200,2,30,4210,OUT
200,3,30,3480,OUT
200,4,30,5490,OUT
201,0,30,5430,OUT
201,1,30,6380,OUT
201,2,30,4220,IN
201,3,30,3480,OUT
201,4,30,5490,OUT
202,0,130,5460,IN
202,1,130,6380,OUT
202,2,130,4210,OUT
202,3,130,3460,OUT
202,4,130,5490,OUT
203,0,640,5380,OUT
203,1,640,6380,OUT
